row_id,place_id
243,5936437068 3923370223 3055446713
244,3792726743 2041075683 4165178436
245,1983232591 3974026902 7711189150
246,3923370223 3135404201 7323317261
247,3142567710 7663871000 1951849582
248,3792726743 2041075683 7171722711
249,1579124153 5889007670 2762254973
250,5573720390 1527505526 5649790024
251,3576123448 8120582196 8136772972
252,4152335643 7995735254 9682069056
253,5797291984 4796134723 3539137506
254,1115892597 5815751533 9456498578
255,9173479833 3537381496 5592709724
256,1320792026 8265644678 6935533346
257,7358720249 2152497147 7497866934
258,3576123448 1888919838 2281951419
259,3576123448 8992293185 2776285118
260,1888919838 1621868479 2576740489
261,5955342402 2283809534 5722188241
262,8635231864 8166379507 5882582481
263,8703718967 7307561899 5592709724
264,1888919838 3792726743 5814452426
265,8010175977 3923370223 3135404201
266,8438848132 7606448263 6005969791
267,5592709724 4688862468 6992934088
268,1114836375 5814452426 7497866934
269,4736302039 5889007670 6992934088
270,4754482536 3537381496 9173479833
271,3277623617 5649790024 1064274466
272,3923370223 3135404201 6908705504
273,2092592571 6663644509 4736302039
274,8703718967 8438848132 4728973905
275,2152497147 7013828750 5814452426
276,4728973905 4736302039 8723459049
277,3135404201 7323317261 4253449527
278,9600348748 9682069056 7983286562
279,7013828750 9903575722 5814452426
280,8438848132 4688862468 2283809534
281,5249881507 2283809534 4152335643
282,4728973905 5722188241 3792726743
283,1570079725 6005969791 9682069056
284,9836281530 5889007670 6005969791
285,4409883244 3491760013 5815751533
286,7171722711 5685530524 6174566260
287,5936437068 3420260562 6318396206
288,8635231864 9968832641 3539137506
289,5814452426 3792726743 4115124449
290,4736302039 1229926477 2041075683
291,2283809534 1646178721 9795900454
292,5226117202 4796134723 6217273004
293,2283809534 2635169686 7867147425
294,7995735254 8635231864 8515965142
295,1689884139 8090429732 5592709724
296,8635231864 4115124449 1200380340
297,7397581310 4736302039 4943575199
298,4902837398 7902365938 8703718967
299,1229926477 3277623617 1888919838
300,7275777351 5592709724 5226117202
301,3923370223 8652066384 9770186276
302,8635231864 5928853716 4943575199
303,4736302039 9508037706 1940447161
304,3537381496 1600467886 3792726743
305,9664553255 4115124449 4152335643
306,3576123448 5889007670 2709802007
307,3792726743 1570079725 8090429732
308,3135404201 3923370223 3123791547
309,5249881507 6298658064 1888919838
310,3135404201 7545123531 8167215622
311,1600467886 8635231864 6663644509
312,7358720249 6005969791 1670123019
313,6109298362 9682069056 3495692721
314,6362108093 8777942075 7902365938
315,5814452426 3537381496 8820474085
316,3495692721 9365966983 8249425926
317,1570079725 4688862468 6005969791
318,6548756228 5926269493 1570079725
319,8438848132 5440457049 6752918468
320,3048775924 6908705504 8090429732
321,6548756228 9839331537 5722188241
322,6752918468 3792726743 4680790899
323,6921814594 4152335643 3709258239
324,7323317261 8787682843 3420260562
325,5889007670 5531977987 5936437068
326,2152497147 5814452426 2815654553
327,8090429732 2635169686 5592709724
328,5815751533 4688862468 9946794394
329,9116980258 8992293185 3055446713
330,8703718967 8436537383 1519641454
331,3537381496 3239876526 1060985551
332,8635231864 8249425926 6143094278
333,8167215622 8635231864 4165178436
334,3277623617 6298658064 7744437746
335,2576740489 6005969791 9951062416
336,3620229104 3539137506 5573720390
337,5361947872 8992293185 8703718967
338,3135404201 9747085450 4152335643
339,4152335643 4688862468 1115892597
340,5202095559 5249881507 1527505526
341,8635231864 7358720249 9879687740
342,3792726743 1229926477 1200542559
343,4688862468 6871329658 2762254973
344,1570079725 4736302039 8090429732
345,5889007670 7123962218 4736302039
346,4943575199 1115892597 6477328638
347,3380616370 3537381496 1888919838
348,3792726743 1229926477 6477328638
349,9173479833 1888919838 1702073954
350,2576740489 8787682843 8090429732
351,3859615638 8678265258 7321276763
352,6752918468 3880750365 6139658365
353,5606634307 6548756228 1375104490
354,8249425926 8635231864 8653229230
355,2283809534 1570079725 4796134723
356,2283809534 8787682843 8167215622
357,5797291984 6074491540 7658746136
358,3187736345 4589600307 8090429732
359,8635231864 6663644509 5889007670
360,3923370223 6109298362 1060985551
361,7013828750 2283809534 2615284732
362,6548756228 1888919838 8703718967
363,8249425926 3923370223 2344405385
364,4025858000 4736302039 4943575199
365,6488543938 9173479833 7902928612
366,3923370223 9903575722 1229926477
367,3135404201 5722188241 1527505526
368,9617143908 9682069056 5951340226
369,4736302039 6752918468 6663644509
370,5592709724 9617143908 3923370223
371,4943575199 4736302039 4152335643
372,2092592571 6548756228 6005969791
373,1579124153 1527505526 1439531767
374,5226117202 1320792026 3792726743
375,5323299294 4165178436 7166002527
376,4688862468 1200380340 8167215622
377,3923370223 8090429732 2283809534
378,4943575199 6005969791 4025858000
379,1527505526 8200772358 5573720390
380,5265227216 6752918468 5592709724
381,5814452426 4736302039 7321276763
382,3135404201 2344405385 5936437068
383,3923370223 5060077909 5936437068
384,7166002527 4736302039 1320792026
385,8652066384 5592709724 3923370223
386,3142567710 4736302039 1951849582
387,8635231864 7497866934 4470995558
388,3537381496 8167215622 1320792026
389,7606448263 5592709724 5431432507
390,6298658064 9173479833 8438848132
391,2283809534 6663644509 6005969791
392,2041075683 5592709724 1888919838
393,8438848132 8703718967 8090429732
394,1439531767 5722188241 1064274466
395,7307561899 2283809534 5361947872
396,1593854366 6362108093 2165725176
397,7907273045 6908705504 4152335643
398,2283809534 8647620123 2433858609
399,3620229104 6992934088 7358720249
400,6286495481 8703718967 1593854366
401,5588558887 7907273045 9682069056
402,6752918468 3724019050 8992293185
403,6752918468 8787682843 3080164280
404,7306362653 6109298362 5965847080
405,5784677725 7902365938 3048775924
406,4036555162 3420260562 1064274466
407,3537381496 1888919838 4747648334
408,5951340226 1114836375 1439531767
409,4943575199 4537348137 6005969791
410,5160251968 8167215622 7907273045
411,1579124153 6362108093 1229926477
412,7307561899 1229926477 4736302039
413,5573720390 6373797451 8647480716
414,8436537383 1600467886 2283809534
415,1579124153 7711189150 7013828750
416,3792726743 1229926477 8090429732
417,3239876526 6373797451 2283809534
418,4152335643 5202095559 1848627783
419,3135404201 6232078711 7323317261
420,7497866934 3420260562 1114836375
421,4165178436 7321276763 5814452426
422,7902928612 4736302039 8678265258
423,3923370223 8090429732 5573720390
424,7983286562 7358720249 5814452426
425,9617143908 1702073954 7774499971
426,9173479833 8678265258 4165178436
427,9839331537 1888919838 9577242140
428,9682069056 5814452426 5889007670
429,6752918468 8515965142 7907273045
430,4152335643 4736302039 7635012337
431,9968867718 1439531767 7658746136
432,4943575199 5889007670 4736302039
433,8635231864 8200772358 1961666045
434,6548756228 3048775924 3576123448
435,9502616376 9860259066 4736302039
436,6908705504 7323317261 8436537383
437,7647989348 3420260562 2344405385
438,2283809534 6908705504 1570079725
439,3539137506 5160251968 5592709724
440,1114836375 1888919838 5361947872
441,8467945709 9968038699 3539137506
442,9903575722 1848627783 8653229230
443,8232464811 8647480716 3135404201
444,5226117202 7073010710 7323317261
445,2165725176 5202095559 2635169686
446,4688862468 1570079725 8921511573
447,6908705504 5815751533 3576123448
448,5431432507 4152335643 1229926477
449,2344405385 3135404201 3923370223
450,3858129870 8438848132 7902365938
451,6362108093 2165725176 5160251968
452,1888919838 1598384906 5722188241
453,3792726743 3537381496 4736302039
454,8644288130 7358720249 6362108093
455,1114836375 8265644678 9968038699
456,4152335643 5814452426 7766380992
457,2283809534 5722188241 2635169686
458,4152335643 7606448263 6908705504
459,5568517850 3495692721 4629083837
460,4943575199 1527505526 5249881507
461,7995735254 1600467886 8653229230
462,5797291984 7323317261 5955342402
463,1579124153 4736302039 5685530524
464,7298757049 6252502663 3135404201
465,1439531767 7166002527 6921814594
466,2283809534 9839331537 2162004721
467,6005969791 2092592571 2283809534
468,4943575199 5928853716 8703718967
469,7397581310 4736302039 4943575199
470,1527505526 4736302039 4152335643
471,4943575199 6548756228 9746132298
472,4152335643 3380616370 3048775924
473,4736302039 4796134723 4470995558
474,7995735254 1200380340 4796134723
475,4152335643 1276952876 4943575199
476,5797291984 7358720249 8635231864
477,5592709724 8436537383 3591619382
478,4253449527 2204049961 6488543938
479,3792726743 3880750365 5797291984
480,5160251968 8635231864 3539137506
481,9946794394 6908705504 6752918468
482,2283809534 8090429732 6005969791
483,5141359116 1888919838 4943575199
484,7171722711 7358720249 1961666045
485,8992293185 8787682843 5936437068
486,3792726743 6548756228 7013828750
487,4688862468 7606448263 6005969791
488,1579124153 3380616370 7171722711
489,5592709724 5797291984 4152335643
490,3923370223 6755182546 5496834901
491,7323317261 4796134723 3135404201
492,3709258239 1579124153 8265644678
493,7902365938 1527505526 4736302039
494,8635231864 9924424667 2433858609
495,9502616376 4688862468 7711189150
496,1621868479 7444181515 7744437746
497,5289089361 4736302039 3491760013
498,4025858000 7781609411 2709802007
499,3792726743 8635231864 3495692721
500,3576123448 4943575199 6752918468
501,9173479833 4736302039 3495692721
502,3135404201 6252502663 5226117202
503,8249425926 4546286454 7658746136
504,9617143908 5955342402 1848627783
505,4688862468 6992934088 8436537383
506,5431432507 4152335643 5202095559
507,1689884139 3135404201 7902365938
508,6752918468 6935533346 4152335643
509,3135404201 7606448263 1320792026
510,1229926477 9682069056 8292183009
511,6992934088 1600467886 8090429732
512,7307561899 8703718967 4736302039
513,8090429732 2092592571 8436537383
514,4715620494 9682069056 9946794394
515,6983413050 4546230055 5573720390
516,3080164280 2283809534 1570079725
517,3576123448 6005969791 6663644509
518,6143094278 7383917874 8200772358
519,4736302039 5717126142 1039069144
520,8653229230 4253449527 5965847080
521,6548756228 5592709724 6109298362
522,8090429732 3048775924 8706538577
523,1200380340 1320792026 8167215622
524,2283809534 2877263847 4943575199
525,8515965142 8635231864 5784677725
526,5722188241 5815751533 4943575199
527,3495692721 8635231864 1115892597
528,6318396206 4736302039 9682069056
529,5592709724 8167215622 4152335643
530,4152335643 3923370223 7995735254
531,3187736345 2846824011 2602036008
532,7171722711 1888919838 3491760013
533,9770186276 6043434074 6752918468
534,7171722711 3923370223 7995735254
535,3491760013 7234638308 5936437068
536,1570079725 4047355633 4494520485
537,2152497147 2362154766 9268092849
538,5588558887 4754482536 3239876526
539,6005969791 3858129870 7545123531
540,6362108093 5889007670 3712048959
541,8703718967 9903575722 8438848132
542,5592709724 2344405385 8438848132
543,1579124153 3048775924 5889007670
544,8706538577 8515965142 9108919672
545,1579124153 1229926477 6362108093
546,5568517850 6174566260 8992293185
547,2283809534 3792726743 4736302039
548,1888919838 5814452426 7902365938
549,4736302039 7545123531 2283809534
550,6035309275 1439531767 7358720249
551,5226117202 5588558887 5928853716
552,8249425926 3792726743 8635231864
553,6488543938 4130644005 3537381496
554,1570079725 8703718967 4589600307
555,4943575199 1229926477 8010175977
556,8438848132 3135404201 9617143908
557,9747085450 8647480716 9903575722
558,8090429732 6752918468 4163227043
559,7983286562 1888919838 7013828750
560,5041322734 5797291984 6466530986
561,4736302039 7171722711 8787682843
562,6035309275 1888919838 5965847080
563,2336354480 1200380340 8438848132
564,6477328638 7330749913 7635012337
565,5160251968 6908705504 3539137506
566,6983413050 6380009513 7995735254
567,9679712115 2283809534 4943575199
568,3923370223 5588558887 8635231864
569,3495692721 3142567710 8635231864
570,7995735254 3923370223 4754482536
571,1598384906 8090429732 1982083953
572,4688862468 4943575199 1570079725
573,7358720249 3923370223 7013828750
574,6232078711 6005969791 2635169686
575,6752918468 5160251968 6983413050
576,4152335643 6752918468 4796134723
577,1229926477 3187736345 5815751533
578,3135404201 3142567710 7013828750
579,4943575199 8661261692 4688862468
580,6908705504 9951062416 2092592571
581,3160355706 4152335643 8303759513
582,1276952876 5998567741 9057473573
583,5363984354 9090640412 1114836375
584,9303633216 5815751533 4736302039
585,3576123448 1848627783 7013828750
586,4025858000 4736302039 3048775924
587,4470995558 3211767123 5226117202
588,4943575199 5717126142 3080164280
589,8090429732 7430409324 6908705504
590,7166002527 6752918468 3389809619
591,4688862468 8438848132 4510831006
592,6005969791 8090429732 5722188241
593,3277623617 1600467886 6298658064
594,4152335643 6752918468 5046776216
595,3135404201 8438848132 3923370223
596,1689884139 4152335643 1875060722
597,1549832337 4812521448 9502616376
598,6752918468 4115124449 5814452426
599,1982083953 3135404201 5814452426
600,4943575199 2283809534 3445614948
601,4736302039 1439531767 9108919672
602,7229596120 1579124153 1229926477
603,6752918468 2657911860 4589600307
604,1579124153 4546286454 4589600307
605,6992934088 2165725176 4025858000
606,3792726743 9968038699 8635231864
607,3576123448 5185287873 4902837398
608,1940447161 7171722711 6109298362
609,4736302039 2617983051 2204049961
610,4943575199 2709802007 4736302039
611,1888919838 3792726743 1229926477
612,7497866934 8635231864 1114836375
613,8747761911 2283809534 6752918468
614,5722188241 3537381496 4589600307
615,8200772358 6752918468 3576123448
616,6752918468 5160251968 3576123448
617,5889007670 2283809534 4409883244
618,1621868479 5592709724 8113510645
619,2576740489 1598384906 5536500063
620,2152497147 7358720249 6252502663
621,9860259066 4546286454 7358720249
622,4688862468 4152335643 4736302039
623,9116980258 6298658064 7358720249
624,4736302039 2283809534 7635012337
625,5331468880 9903575722 8090429732
626,4152335643 1961666045 3124796595
627,4152335643 2576740489 5592709724
628,3620229104 1519641454 8136772972
629,1229926477 4978194562 3792726743
630,7307561899 5951340226 5965847080
631,4168315812 6174566260 5955342402
632,5797291984 6752918468 3135404201
633,6109298362 4025858000 8303759513
634,8635231864 8926002998 3495692721
635,6174566260 1527505526 1875060722
636,9732615564 3239876526 3537381496
637,5889007670 3277623617 5815751533
638,6362108093 3923370223 9968867718
639,4165178436 8167215622 3142567710
640,1875060722 5573720390 3858129870
641,7307561899 8635231864 1320792026
642,5592709724 4152335643 6752918468
643,3491760013 6477328638 1229926477
644,7902928612 4502945817 6318396206
645,5649790024 1710500666 2576740489
646,7497866934 3187736345 4165178436
647,9914207522 8635231864 7995735254
648,6752918468 4736302039 1646178721
649,3576123448 5722188241 1527505526
650,6362108093 5889007670 5431432507
651,4688862468 3239876526 4589600307
652,4152335643 4025858000 4943575199
653,8635231864 6663644509 9816204418
654,7663871000 6663644509 5814452426
655,6548756228 4510831006 1670123019
656,4943575199 6663644509 6005969791
657,1961666045 6005969791 5815751533
658,5202095559 4943575199 5808387959
659,3048775924 2283809534 7902365938
660,8635231864 8469529640 4589600307
661,1570079725 3135404201 2283809534
662,1888919838 9986095283 8329979618
663,7073010710 1200380340 1064274466
664,4688862468 4152335643 4253449527
665,1439531767 3792726743 1888919838
666,8706538577 5784677725 4036555162
667,7171722711 7849898757 3277623617
668,3135404201 1888919838 5936437068
669,8038613478 5936437068 9216336832
670,5588558887 2092592571 3239876526
671,3923370223 8634521380 4736302039
672,8635231864 1439531767 8010175977
673,3135404201 8438848132 3021199617
674,4470995558 8635231864 3495692721
675,8706538577 8167215622 5568517850
676,7902365938 8777942075 4943575199
677,8090429732 4688862468 2193888876
678,9682069056 8010175977 5722188241
679,6663644509 4898627162 9839331537
680,7358720249 4898627162 1875060722
681,1875060722 4629083837 1320792026
682,6323478569 5815751533 4754482536
683,3135404201 5592709724 6005969791
684,4546286454 9682069056 7995735254
685,8438848132 3135404201 1064274466
686,1888919838 5699109955 6752918468
687,6752918468 7907273045 4152335643
688,3576123448 4253449527 5160251968
689,6752918468 2511886606 6015602134
690,3786888375 8652066384 3858129870
691,7849898757 6362108093 1114836375
692,8010175977 7013828750 6649977547
693,2762254973 4098333569 1570079725
694,4168315812 4152335643 3213546772
695,5141359116 6980913958 4943575199
696,1200380340 6752918468 5592709724
697,4152335643 3669164021 7711189150
698,8899918614 8249425926 8635231864
699,2041075683 8635231864 1888919838
700,2846824011 3880750365 1320792026
701,1439531767 3135404201 9520702766
702,1064274466 6908705504 6477328638
703,5160251968 8490142526 1982083953
704,2165725176 9770186276 9747085450
705,7358720249 5592709724 6298658064
706,1320792026 3792726743 8490142526
707,5531977987 5249881507 9682069056
708,9986095283 5889007670 1888919838
709,1579124153 4589600307 2362154766
710,8678265258 6752918468 7781609411
711,5882582481 5588558887 1646178721
712,2193888876 5202095559 5543877527
713,2283809534 8167215622 4025858000
714,9090640412 2283809534 4152335643
715,3277623617 7983286562 7171722711
716,6752918468 3135404201 7358720249
717,5814452426 4152335643 8652066384
718,4796134723 1200380340 4284822085
719,4165178436 7902365938 3792726743
720,1951849582 1229926477 6663644509
721,2283809534 4736302039 7635012337
722,4025858000 8703718967 2092592571
723,6908705504 1689884139 1200380340
724,4025858000 7889685782 5323299294
725,5331468880 9839331537 1439531767
726,3537381496 4736302039 1888919838
727,8090429732 6908705504 6992934088
728,5249881507 8120582196 5717126142
729,3135404201 9456498578 7907273045
730,1598384906 5160251968 6752918468
731,5568517850 1320792026 5331468880
732,7229596120 3537381496 5824237729
733,4688862468 1570079725 2283809534
734,3792726743 4115124449 5592709724
735,9617143908 3576123448 9162996722
736,8703718967 4165178436 9839331537
737,8090429732 2283809534 8515965142
738,5889007670 6005969791 7995735254
739,8090429732 9661305965 4494520485
740,4168315812 7658746136 5882582481
741,6005969791 2165725176 8498048077
742,4943575199 4736302039 8787682843
743,8635231864 8200772358 5160251968
744,1527505526 4546286454 5815751533
745,2283809534 3135404201 8438848132
746,9502616376 8438848132 8708098537
747,5592709724 3135404201 3923370223
748,5361947872 9951062416 5249881507
749,9502616376 8703718967 3239876526
750,8303759513 3880750365 5797291984
751,4688862468 1570079725 8921511573
752,8303759513 6109298362 3277623617
753,7711189150 4943575199 2283809534
754,1114836375 6298658064 4736302039
755,6084733072 4943575199 6935533346
756,3491760013 4736302039 1229926477
757,7658746136 6005969791 8787682843
758,9682069056 7577768519 6488543938
759,6757343889 5592709724 1579124153
760,9682069056 5936437068 2162004721
761,7013828750 7171722711 7449327638
762,7449327638 7013828750 9682069056
763,4152335643 3135404201 5592709724
764,3923370223 9903575722 4165178436
765,7748286456 3135404201 1229926477
766,8436537383 3495692721 5797291984
767,4546230055 8635231864 6663644509
768,1888919838 7358720249 3537381496
769,1299232702 4943575199 8090429732
770,6035309275 1888919838 3055446713
771,1320792026 3923370223 2041075683
772,6035309275 4021603598 5592709724
773,1320792026 5046776216 3923370223
774,5361947872 6286495481 9166036116
775,7635012337 4025858000 4943575199
776,8644288130 1570079725 2283809534
777,4546230055 1527505526 9398725187
778,7995735254 1600467886 9617143908
779,1229926477 1115892597 4152335643
780,3539137506 5797291984 3792726743
781,6752918468 4152335643 6935533346
782,5889007670 5815751533 9508037706
783,4736302039 8521480518 2219713651
784,2283809534 8232464811 3724019050
785,3135404201 6005969791 1598384906
786,8090429732 6005969791 1519641454
787,4688862468 7635012337 7995735254
788,2362154766 2709802007 3576123448
789,4943575199 3135404201 4736302039
790,5160251968 9747085450 7995735254
791,4688862468 6752918468 4152335643
792,5889007670 9682069056 6488543938
793,3491760013 5722188241 8348606078
794,3792726743 7497866934 5936437068
795,9354501813 7108553128 3786888375
796,8693323438 3549068312 1888919838
797,5323299294 4629083837 4165178436
798,3332420015 7995735254 1391750954
799,6074491540 5573720390 6005969791
800,1439531767 2815250933 3923370223
801,2283809534 5588558887 4796134723
802,4688862468 2283809534 8090429732
803,6534797225 4943575199 5928853716
804,8787682843 4796134723 5592709724
805,7323317261 3792726743 5536500063
806,7358720249 1114836375 7123962218
807,1888919838 1519641454 5814452426
808,2336354480 7392816089 6488543938
809,8703718967 7123962218 1229926477
810,7744437746 5936437068 7123962218
811,5202095559 4736302039 4796134723
812,1549832337 9747085450 5926269493
813,5361947872 8090429732 7358720249
814,1579124153 5965847080 1439531767
815,8415042729 1320792026 1064274466
816,8635231864 3792726743 4589600307
817,5361947872 9540974355 3135404201
818,2344405385 8635231864 3212459260
819,3792726743 5814452426 2152497147
820,4736302039 1961666045 6434149795
821,5431432507 1570079725 4736302039
