row_id,place_id
94,7120792564 3563775250 4919676155
95,3910754628 9996671132 3914142264
96,9224390847 3047704969 8610202964
97,9724404984 3326662275 4218672548
98,6028902360 6206463941 6799183763
99,7923305303 9296230406 7351908699
100,1657470777 7351908699 8031120100
101,7001083757 4116687489 3140627432
102,9854625571 6534789201 2666767920
103,3531716386 2577502898 3109294282
104,1985125281 6231536549 8800122795
105,2752236154 5586093579 7657035428
106,1515664017 9704430721 5592993897
107,8719650324 5821764662 1785603962
108,6521941401 4020469575 1816297920
109,9639680342 7256943941 5245443417
110,5736583791 8993563894 6028902360
111,7964632937 7657035428 6313160610
112,5152560199 9573801864 6906932765
113,1985125281 7351908699 2574630889
114,7341210745 1985125281 3554141485
115,1985125281 5464895138 2490012408
116,7980745083 2851063884 5404277820
117,8944818188 4439159988 3932102096
118,4690391147 9351469921 2609133630
119,4899905409 3593864720 9954155328
120,8138489396 5213498810 3771502516
121,9578699284 2681835534 2229770936
122,2354278680 6256472396 4616184605
123,8610202964 3255568941 6412947615
124,3981920612 5789858964 2609133630
125,9086946139 8424430580 9434098736
126,1131408468 6040896723 6133471940
127,5230303444 5677730000 9248210115
128,9110155624 4463473122 5790926225
129,3140627432 9612196018 8580005325
130,8505834548 3176450357 3707683630
131,2074016136 6855596818 4646500666
132,3448891758 5986954600 4667425033
133,6173243423 2431369260 6151484656
134,3243478361 4513106314 8231494031
135,6878057202 7242605769 6990641290
136,1612001894 6946923989 7120792564
137,4690391147 8095297494 2209293971
138,7657035428 4409257960 1957375901
139,2929326614 2711737909 9302500135
140,9177804328 1099636000 3002858684
141,4370696408 5131810772 5077391476
142,4370696408 5736583791 5230303444
143,2767122477 3599400128 3554141485
144,7824785536 2739553633 5677730000
145,2101577374 8286292454 3795644949
146,1031277804 7137419251 3806579623
147,9000712359 8719650324 8779824852
148,3614695108 9578699284 6325689868
149,1530998870 7246530591 6843007326
150,5128638215 1253982376 1101212362
151,9541439330 6698809896 6698129378
152,1391679742 9257148299 7120792564
153,6953701161 1215442382 2252960078
154,8671246084 9351469921 5789858964
155,8711845565 7246530591 5092451403
156,1845250555 6326002895 7980745083
157,5678802206 5371103211 2469476279
158,6065205330 9674842212 3659064013
159,7964632937 3593864720 3866178514
160,2191807392 9355041710 8415168810
161,4628671813 1017236154 5186715343
162,1511600640 7824785536 2055124337
163,2185576514 9639871287 2101577374
164,7091834657 1823704148 5720855360
165,5887940395 1015645743 6077280048
166,9396083643 5790249841 8978529909
167,2702622156 5586093579 5230303444
168,4453638785 3109294282 6077280048
169,2613971048 9214866582 3081082833
170,5917877224 8518596442 6065205330
171,8116017482 2191807392 9396083643
172,4699718393 9024692354 2280368034
173,5790249841 1131408468 2847016141
174,7559094407 7351908699 1657470777
175,1819997495 3554141485 7927327282
176,5604044913 9145848362 1248588413
177,4370696408 2213737618 9573801864
178,5883398718 2676036489 8415168810
179,9257148299 8138489396 8390349836
180,8719650324 9108338480 4754366962
181,5092451403 4463473122 4618984003
182,2585074536 8743197144 8107177451
183,8686294842 4231692509 8643938046
184,5399802683 5805133287 8099882727
185,3981920612 7995458948 1024951487
186,8610202964 3326662275 1359794191
187,9695647313 7461390747 8711845565
188,4116687489 9573702219 3706167200
189,8379047808 6799183763 1099636000
190,1514759428 1657470777 3326662275
191,6313160610 2585074536 1728965731
192,7766623994 1300151007 4453638785
193,8610202964 2752236154 9724404984
194,6362865773 3565235844 4041053840
195,8031120100 8010452641 1395411566
196,2101577374 8719650324 2289842858
197,2614149906 6026000998 4723615516
198,6173243423 5128638215 7351908699
199,9063028753 2142859707 4041053840
200,6585023792 8719650324 7693099778
201,7831388978 8916255504 6916689172
202,4041053840 5851101680 1657470777
203,1771247306 5497856083 1127689309
204,4430953961 7150677834 4942920006
205,2252960078 2074016136 5986954600
206,3182750314 9287636718 1321295503
207,3614695108 2614149906 7120792564
208,7351908699 3531716386 5182602772
209,6220616924 3806579623 4020469575
210,7021063988 9602339655 3614695108
211,9838617334 6982442049 3234770315
212,2191807392 5911282299 3554141485
213,5837751586 8313079616 5887940395
214,1819997495 7450926144 2431369260
215,2209293971 6093897542 1017236154
216,4043123435 8324882960 9465886295
217,8866023199 5489633029 5986954600
218,5851101680 4820969728 3741373190
219,8944818188 2160183705 5496089181
220,5895261094 5373823921 6523393631
221,9434703503 8494434762 6936126097
222,8795956344 2486092246 5230303444
223,2112149883 9954155328 2739894011
224,2065502555 8719650324 1299025140
225,5534405469 5883398718 1658077953
226,4220468172 1099636000 1441628845
227,4893919933 1225384200 2038568702
228,6026000998 7351908699 6507890983
229,4603842234 6698129378 6261061222
230,7224298221 9838617334 4116687489
231,9672854825 3784958491 7861127570
232,2945104336 5812198977 4699718393
233,8378482383 6704261111 5678802206
234,3513344342 4064385299 5957186978
235,5186715343 5373823921 3981920612
236,5371103211 9541439330 9010996073
237,1657470777 2574630889 5883398718
238,1823704148 6173243423 5851101680
239,4450969692 9290415513 4747728496
240,9225583132 1253982376 3752556061
241,2711737909 5406730056 9541439330
242,1985125281 6026000998 7351908699
243,6100193211 8610202964 8495411367
244,3618899922 2665167245 2101577374
245,9902759742 5821764662 2752236154
246,8254988676 2101577374 8619720409
247,2335219966 1514759428 6171384989
248,8231494031 8719650324 2703474664
249,3554141485 5895261094 9303466586
250,9427522492 3109294282 3404843542
251,2577502898 2055124337 5883398718
252,3754778386 6990641290 2515771940
253,9257148299 9660126646 1385032609
254,2614149906 1248588413 9573801864
255,5878228355 4333281563 6313160610
256,7927327282 7931353611 1136257551
257,8107177451 1131408468 6313160610
258,7964632937 9214866582 1845250555
259,7732604118 5152334340 2185576514
260,5951809416 8941174608 7927327282
261,5887940395 4570021382 2324233275
262,4370696408 3820211893 1119831646
263,8390349836 9257148299 1099636000
264,8415168810 8136393692 4685976083
265,2779423052 6946923989 8099882727
266,4893919933 9177643907 2585074536
267,8010452641 6151484656 7120792564
268,6065205330 2613971048 1819997495
269,7351908699 7788479474 6026000998
270,5749845571 5489633029 9024692354
271,1819997495 8635323224 9257148299
272,6382029154 2074016136 8991301305
273,1514759428 6441206573 1657470777
274,8254988676 3034579124 7820708204
275,4116687489 5156826092 1131408468
276,5524312530 5736583791 6281875597
277,2708500700 9578699284 4146185217
278,9573801864 3166060782 2665167245
279,1214744643 5347394174 8999213006
280,8610202964 9660126646 5860842866
281,4466480099 5561881423 6173243423
282,2191807392 7531042967 7021063988
283,2185576514 2191807392 8610202964
284,4485172470 3593864720 1385032609
285,6100193211 3179953712 2851063884
286,8231494031 1248588413 9724404984
287,3685505109 5373823921 3592773086
288,2215048232 3531716386 2055124337
289,9248210115 3326662275 4691261799
290,1101212362 8643938046 8321418034
291,5373823921 6026000998 3953687520
292,5245912259 3593864720 1231379865
293,5399802683 7351908699 4193582597
294,8941174608 6281875597 5271360605
295,8415168810 1496485145 9639680342
296,1611559947 5878228355 2390874820
297,9639680342 1975319402 9472376947
298,7405880578 6093897542 9639680342
299,3671933714 4020469575 3416955530
300,6206463941 6933831336 5911919827
301,5860842866 6313160610 3706167200
302,1101212362 1095557841 5788436120
303,3311777356 2478982489 8941174608
304,5128638215 8762127166 3671933714
305,7074783747 9929729717 1591245298
306,5077391476 6063690689 3388860973
307,1726718763 5586093579 9578699284
308,5600621154 1728965731 1591245298
309,5245912259 1635618831 7341966089
310,5128638215 4088734818 4690391147
311,2209293971 8132033578 8595964406
312,8099882727 5586093579 3720971101
313,7461390747 2158965681 1253982376
314,1131408468 8914083064 3700649957
315,6382029154 5489633029 7887650976
316,3910675283 1014605271 9854625571
317,4370696408 9465886295 9214866582
318,5789858964 1985125281 5373823921
319,6065205330 2956893069 5272433248
320,1031277804 7351908699 2609133630
321,8053972671 1515664017 5373823921
322,6755217962 9510780562 6322571245
323,2754511476 2665167245 2280368034
324,7927327282 1657470777 5746556568
325,9639680342 4646500666 3795644949
326,8610202964 8505834548 3862217863
327,7175511695 4646500666 5720855360
328,8643938046 2746156522 5878228355
329,2101577374 3531716386 8711845565
330,7351908699 6607372274 2777505432
331,5024480136 7579063557 5046542085
332,5128638215 1985125281 1081565835
333,9434703503 4851449266 5846152236
334,4919676155 1127689309 4649886329
335,8914083064 3932102096 8597025374
336,6090644375 6412642774 7008400645
337,4041053840 8074414179 8025557254
338,8424430580 2739553633 5128638215
339,1136257551 8401571245 3445879472
340,5723607000 3617419118 5186715343
341,7923305303 8286292454 1081565835
342,1072477968 2908755052 8390349836
343,1989724475 9573702219 8906102887
344,8916255504 5706097865 9660126646
345,5832936152 7165446678 2895229270
346,7150677834 3070110915 9063028753
347,6151484656 5489633029 4666132003
348,6933831336 3806579623 2577502898
349,1659245561 4699718393 9000712359
350,3862217863 4218672548 6151484656
351,3531716386 4103884222 6151484656
352,9224390847 4116687489 3517547223
353,6472715293 6313160610 5356564080
354,1197224874 1310138027 5706045649
355,4041053840 4338887860 9639680342
356,8167102558 1231379865 2839818808
357,1215442382 5497856083 9071739908
358,1231379865 2056086136 9482130002
359,4116687489 8914083064 8619720409
360,9287636718 7461390747 5032873263
361,4370696408 7120792564 3063489517
362,9024692354 4646500666 3752556061
363,1819997495 7117721386 2191807392
364,1985125281 7351908699 6256472396
365,2614149906 5851101680 4214182869
366,7404512061 7788479474 1657470777
367,9577817393 4033454985 3932102096
368,5561881423 8895670425 4439159988
369,8313079616 8055093759 9024692354
370,1465956877 6933831336 8156816094
371,9287636718 9695647313 3565235844
372,1197224874 3924466605 9257148299
373,3671933714 9578699284 9294582195
374,4463473122 1097951050 6093897542
375,6946923989 1540382716 1975319402
376,9609123495 2889459447 8106318605
377,2577502898 6077280048 5586093579
378,3140627432 4116687489 9954155328
379,2702622156 5230303444 9578699284
380,4141414728 7280487047 9010996073
381,2895229270 2374712395 4333281563
382,8916255504 7964632937 6313160610
383,7405880578 3565235844 7150677834
384,7788479474 6093897542 2746156522
385,3614695108 5746556568 7120792564
386,5736583791 4338887860 9774626773
387,3932102096 7120792564 1231379865
388,3614695108 8415168810 1502056611
389,2752236154 2769018157 9257148299
390,9521984363 9913438709 6817009008
391,4439159988 6380214312 1523423211
392,5128638215 9639871287 6093897542
393,5489633029 2431369260 7488125118
394,9639680342 6472715293 6100193211
395,9913438709 5399802683 1082115297
396,7242605769 3513344342 6792751429
397,2335219966 6644008143 9434703503
398,1101212362 2428544141 2354278680
399,2101577374 5720855360 9549465769
400,7165446678 2056086136 8989585598
401,3109294282 3404843542 3171485121
402,8624673382 1136257551 5566563025
403,1017236154 2696536813 1823704148
404,1819997495 8719650324 3649113797
405,7657035428 9508485634 7408911382
406,5152560199 7074783747 4256150225
407,9478032573 9355041710 8978529909
408,5821764662 4571798121 7831388978
409,2598654991 7259555507 9854625571
410,2515771940 1385032609 6950466747
411,9224390847 1197224874 3907944543
412,9704430721 6691588909 4202104713
413,7481059046 9257148299 9961869887
414,3617419118 6644008143 8132033578
415,4045956273 6026000998 9188841206
416,1209729910 8477083885 3140627432
417,4041053840 9482130002 9602339655
418,3326662275 2065502555 8602415960
419,7043509462 6915992943 4116687489
420,5636786078 2215048232 5883398718
421,8610202964 4651864783 3862217863
422,5183468866 8677621908 7766623994
423,4088734818 3443745410 1635618831
424,3730500890 6585023792 3289927421
425,4690391147 1515664017 1321295503
426,2055909431 9396083643 3730500890
427,3720971101 8595964406 6173243423
428,2063144012 1823704148 6946923989
429,6933831336 9446722308 4463473122
430,6345402196 2739553633 9420357503
431,6098188472 6826275134 5851101680
432,7481059046 5152334340 7781771164
433,6077280048 9639871287 1696351990
434,8490830231 3706167200 8190545896
435,1985125281 7351908699 6950466747
436,6093897542 2101577374 5878228355
437,2661344937 5749845571 5604383136
438,3266782768 2614149906 4712992402
439,8795956344 3910754628 5586093579
440,3554141485 1657470777 6151484656
441,1752358384 7980745083 5749845571
442,8711845565 4463473122 7601998859
443,4599991755 4088734818 7027473099
444,5790249841 8074414179 5450105655
445,9768439644 9765566432 8116017482
446,9695647313 5518252170 4513106314
447,6313160610 3795644949 5736583791
448,4463473122 5069556149 2055124337
449,6093897542 5028377747 4463473122
450,1819997495 5736583791 6099835393
451,8156816094 6322571245 7120792564
452,4333281563 8923755712 1514759428
453,7657035428 9053928481 9860563700
454,5736583791 9302500135 3180540173
455,9549465769 8800122795 7220248542
456,3255568941 8505834548 9024692354
457,5677730000 7853735719 4383699212
458,4949201040 4646500666 4690391147
459,8916255504 8415168810 4116687489
460,1253982376 4034787407 1514759428
461,1017236154 2055124337 6792824264
462,5373823921 9063028753 9287636718
463,8800122795 4646500666 4041053840
464,4193582597 4034787407 4033454985
465,3618899922 1017236154 8003471627
466,9347446328 5832936152 8944818188
467,2711737909 8719650324 3388860973
468,2536755329 7980745083 1818784724
469,7003913323 9660126646 2736170549
470,9478032573 4116687489 8107177451
471,3571001376 8519764242 3289927421
472,5406730056 6065205330 2585074536
473,3326662275 3852830196 9063028753
474,9343430581 3525342576 3278389131
475,4041053840 4370696408 3614695108
476,8643938046 9434703503 8321418034
477,4762826151 8790355618 9434703503
478,8897287367 3388860973 8518596442
479,6303631503 8725643775 2101577374
480,1385032609 9660126646 5821764662
481,1031277804 2557264195 6173243423
482,5986954600 5077391476 3910754628
483,4116687489 8572327459 5883398718
484,2752236154 5677730000 6946923989
485,9787013492 7456188026 4828787478
486,7387983533 8517315303 1015645743
487,9838617334 6680024155 4893919933
488,8457214618 2711737909 1055360878
489,2074016136 2101577374 3443745410
490,4571798121 5497856083 1819997495
491,1447458772 5736583791 2747712668
492,2767122477 5795976905 9357120237
493,6065205330 2074016136 3617419118
494,4043123435 4646500666 5736583791
495,3563775250 3008083988 8518596442
496,5851101680 5746556568 8671246084
497,9458628980 4116687489 2065502555
498,5851101680 9649308625 4220468172
499,6459802520 4478661820 8675091055
500,6878057202 6855596818 9954155328
501,2467497959 4329902555 8765197091
502,7351908699 9434098736 2158965681
503,2191807392 1496485145 7329810933
504,9000712359 5714487014 9257148299
505,6040896723 2851063884 8916255504
506,7934382665 3706167200 6918946394
507,5878228355 4088734818 8235555800
508,6151484656 6745425543 2577502898
509,5883398718 5547430199 3706167200
510,2101577374 3877629013 4088734818
511,6256472396 4012408771 7910918323
512,2101577374 1321295503 2275582041
513,5860842866 7341210745 8219692414
514,8519764242 2614149906 6028902360
515,2509270656 2983539791 1502056611
516,8720473009 7958850057 1515664017
517,8519764242 4923081565 6026000998
518,3554141485 4790376037 9230765433
519,9541439330 3496272698 5706045649
520,9386626144 7980745083 8916255504
521,4542209005 8882830201 6537369994
522,7150677834 6755217962 3525342576
523,1823704148 7341210745 3419121115
524,2191807392 9954155328 8916255504
525,4571798121 4820969728 5356564080
526,1017236154 1209729910 1248588413
527,1017236154 3890745578 3680377309
528,1015645743 8643938046 7341210745
529,8974588776 5746556568 2055124337
530,3565235844 7341210745 3512061568
531,4255947450 8053972671 4690391147
532,5489633029 4261710594 8610202964
533,6946923989 6861039185 9484166653
534,6256472396 1101212362 7853735719
535,9854625571 5706097865 8656934286
536,8053972671 2055124337 7601998859
537,9961869887 5832936152 2280368034
538,4646500666 9086946139 3070110915
539,1985125281 8424430580 7341210745
540,5851101680 6785828353 4463473122
541,1611559947 3571001376 3795644949
542,5259492310 3614695108 8923755712
543,8324882960 1726718763 5878228355
544,7404512061 3997372701 2101577374
545,6065205330 7980745083 4578698616
546,2585074536 7980745083 1215442382
547,8501044958 6878057202 5521780984
548,2101577374 9954155328 7923305303
549,9287636718 4690391147 5373823921
550,9774626773 3707683630 9724404984
551,3910754628 1045471690 6878057202
552,8501044958 6313160610 6878057202
553,8610202964 7481059046 1215442382
554,2438737396 9954155328 3512061568
555,1985125281 3706167200 6918946394
556,6100193211 6281875597 8795956344
557,9230765433 1081565835 8282030198
558,1097951050 9602339655 1248588413
559,2063144012 3806579623 7321011594
560,5272433248 6603241131 2666767920
561,9102079477 4116687489 1610019314
562,8053972671 9311422625 9287636718
563,6441206573 9965414305 1015645743
564,9257148299 1231379865 2580119645
565,3525342576 4088734818 2614149906
566,2191807392 7351908699 1496485145
567,9639680342 9198458885 2055124337
568,7351908699 1985125281 1015645743
569,2708500700 8207953900 7995458948
570,3606438667 7861127570 8675091055
571,2711737909 4214702803 2074016136
572,8505834548 8656934286 9612196018
573,8944818188 8526416270 9641934677
574,7861127570 1115290380 5736583791
575,9541439330 4893919933 3061932120
576,5028377747 5152560199 5186715343
577,7120792564 3326662275 2056086136
578,3109294282 8795956344 1608604250
579,1123350008 9996671132 3914142264
580,9573801864 5356564080 2665167245
581,9639680342 4214182869 6026000998
582,7725570814 1385032609 5980771279
583,5586093579 4685976083 6878057202
584,5895261094 7881325998 9787013492
585,7758967501 8991301305 7934382665
586,2390874820 8916255504 8808339898
587,3720971101 5895261094 2101577374
588,2515771940 9447943419 5521780984
589,2585074536 6326002895 6680024155
590,6065205330 7280487047 1340172146
591,2335219966 7120792564 6151484656
592,9639680342 3525342576 8095297494
593,4463473122 7256943941 7766577517
594,9024692354 2847016141 1385032609
595,7964632937 9108338480 5496763769
596,8126951608 9639680342 9348286122
597,6065205330 9214866582 1115290380
598,8003471627 6362865773 2609133630
599,9838617334 8941174608 2038568702
600,3614695108 8490830231 8519764242
601,4439159988 5371103211 1154058332
602,9024692354 9447943419 2515771940
603,9639680342 2082127512 6322571245
604,9000712359 5521780984 7692971104
605,2074016136 3617419118 5706097865
606,9639680342 6861039185 5676257700
607,7074783747 4542209005 5771925069
608,9287636718 3981920612 2252960078
609,5233060507 1017236154 5617987948
610,3565235844 5746556568 6026000998
611,2450293977 1726718763 1608604250
612,9573801864 6256472396 3404843542
613,3255568941 8505834548 9660126646
614,4973913715 9257148299 5356564080
615,8378482383 7727433665 5077391476
616,9573801864 3700649957 8415168810
617,1823704148 1657470777 5883398718
618,4255947450 8053972671 6755217962
619,8916255504 2252960078 4043123435
620,3593864720 9310828757 1231379865
621,8944818188 7165446678 4613785881
622,2554051539 6362865773 1209729910
623,3289927421 4107543091 4116687489
624,1985125281 1015645743 1657470777
625,3671933714 3795644949 9578699284
626,9224390847 2495375117 1214744643
627,4485172470 8502668072 9746905458
628,6977368294 5821764662 8944818188
629,7120792564 3289927421 4179562848
630,4214702803 1819997495 4043123435
631,1197224874 1215442382 2160183705
632,9787013492 7758967501 8053972671
633,4240723500 7164783554 6843007326
634,8719650324 9768439644 9713252413
635,9000712359 9224390847 7117721386
636,6331599716 5851101680 9248210115
637,3671933714 9787013492 8754727052
638,6382029154 5245912259 1215442382
639,3525342576 7404512061 4045956273
640,6916689172 5821764662 9335581388
641,7964632937 5024480136 5975205680
642,1101212362 7351908699 2354278680
643,6918946394 2431369260 5875854347
644,2191807392 8841697183 1808200839
645,1215442382 6708531323 9311422625
646,1321295503 9639871287 4616184605
647,7861127570 3563775250 2074016136
648,1101212362 8324882960 9573801864
649,2191807392 9573801864 6065205330
650,9434703503 6826275134 1216376487
651,5561881423 2711050846 9672854825
652,6103912409 1495713789 3649113797
653,9000712359 5371103211 1072477968
654,4214702803 1215442382 9431438671
655,7517500427 4273159923 3886794461
656,5917877224 1154058332 4439159988
657,1385032609 6977368294 1231379865
658,8610202964 6948240353 2613971048
659,2065502555 3910754628 9257148299
660,8321418034 2191807392 3383234785
661,6345402196 9000712359 8010452641
662,6973359638 9434703503 5024480136
663,4485172470 6259754987 7628144189
664,9287636718 5586093579 1224473281
665,1017236154 7388522959 4690391147
666,7408911382 2142859707 1015645743
667,5497856083 4138816625 8719650324
668,7927327282 8795956344 8390349836
669,8711845565 9609123495 6884709692
670,9458628980 9000712359 5371103211
671,2585074536 2711737909 2580119645
672,3174914899 6151484656 6173243423
673,4041053840 6843007326 9248210115
674,7341210745 8207953900 4667425033
675,6861039185 3614695108 3266782768
676,9177804328 2708500700 3428712369
677,9177643907 6804223796 8231494031
678,7351908699 1985125281 6441206573
679,9578699284 3525342576 8800122795
680,1608604250 1657470777 3806579623
681,3806579623 5409170994 3877629013
682,9578699284 6028902360 6468270170
683,9063028753 9578699284 1446128883
684,7964632937 9094685104 9434703503
685,5128638215 7074783747 7137419251
686,9257148299 5077391476 1209729910
687,6587067847 4754366962 8779824852
688,4729896908 7405880578 6558485813
689,3289927421 9578699284 6362865773
690,7693099778 9427110102 2074016136
691,6491184142 4270403095 7458612957
692,2665167245 9214866582 6472715293
693,7351908699 2577502898 4255947450
694,6077280048 3063489517 1447458772
695,6026000998 2390874820 3098130329
696,8924330626 9017925094 4043123435
697,6441206573 4570021382 7184384225
698,9838617334 7117721386 8296832537
699,3554141485 1485299584 5111412226
700,9277558153 4338887860 4240723500
701,3606438667 1514759428 4041053840
702,3255568941 9257148299 8944818188
703,9257148299 4052994299 6704261111
704,4666132003 4955204806 4064385299
705,9787013492 6171384989 2577502898
706,5895261094 4470239027 6916689172
707,1985125281 3706167200 8107177451
708,1215442382 6698809896 2074016136
709,2056086136 8260096893 4330014834
710,7923305303 2074016136 3554141485
711,3171485121 2002377006 8800122795
712,8719650324 1919958477 3599400128
713,2063144012 8506362988 3554141485
714,4699718393 1203299735 4218672548
715,4074168625 1131408468 2213737618
716,1456201867 4146185217 1083727104
717,9458628980 6459802520 1197224874
718,2229770936 5373823921 7589175120
719,3034579124 9024692354 4146185217
720,5790249841 2752236154 1197224874
721,2013736336 7995458948 6441206573
722,9787013492 5794949078 6785828353
723,7074783747 2055124337 3109294282
724,2390874820 5677730000 4193582597
725,3525342576 3338029091 3170537739
726,5399802683 4333281563 2088188982
727,4116687489 8296832537 3073774431
728,2101577374 1097951050 1253982376
729,5230303444 3998976909 5365638185
730,4865683183 8644581555 7120792564
731,7283077700 8885844238 2777505432
732,3416955530 6933831336 3243409743
733,8551426173 6472715293 3593864720
734,3806579623 4463473122 1608604250
735,5373823921 7091834657 1539907015
736,2577502898 4440073986 3554141485
737,3997372701 9060931313 4043123435
738,2536755329 2438737396 1214744643
739,9573801864 6281875597 2597409862
740,1657470777 8795956344 5911919827
741,6281875597 1029286162 1310138027
742,7969044963 5883398718 1957375901
743,8415168810 6028902360 1446128883
744,3034579124 6459802520 8610202964
745,3047704969 4064385299 7980745083
746,8677621908 1009547218 9270647576
747,2889459447 1927221906 7074783747
748,2614149906 6313160610 1728965731
749,9287636718 3191658398 2609133630
750,2698624046 1115290380 2101577374
751,8055093759 7449189902 5037757352
752,3932102096 7120792564 1225384200
753,7969044963 6946923989 7788479474
754,5373823921 4193582597 5878228355
755,8779824852 5957186978 2074016136
756,1209729910 1515664017 9639680342
757,5152334340 4370696408 8401571245
758,4690391147 1017236154 5534405469
759,4338348850 6946923989 6173243423
760,9787013492 2118263613 5186715343
761,1042915010 2252960078 9965414305
762,5037757352 5986954600 3223017144
763,1514759428 5588809363 4684865650
764,1657470777 5497297930 7351908699
765,8999213006 5272433248 7120792564
766,8630208842 3289927421 7120792564
767,4052994299 8518596442 1385032609
768,7964632937 2956893069 6065205330
769,6093897542 3404843542 5789858964
770,6173243423 3614695108 9549465769
771,7361482131 6980049709 9491838696
772,5416634998 6065205330 1154058332
773,8597025374 8379047808 6459802520
774,7122749204 3249077100 2438626126
775,9639680342 7404512061 2614149906
776,8897287367 8610202964 4107543091
777,9230765433 1195596952 4616184605
778,4193582597 8098311768 8321418034
779,3771502516 5736583791 2945104336
780,7351908699 6173243423 1095557841
781,8132033578 8800122795 9230765433
782,5720855360 9764078387 2191807392
783,5821764662 6745425543 7610971759
784,8765197091 3565235844 3720971101
785,8829966246 7957813126 1072477968
786,6362865773 5245443417 7091834657
787,7964632937 8795956344 1395411566
788,6026000998 3554141485 1650177003
789,3255568941 2945104336 1231379865
790,9913438709 5399802683 1395411566
791,8321171959 2144150803 6133471940
792,7252085727 7559094407 6401385457
793,6312986950 7927327282 4865683183
794,4690391147 6204570778 7897512793
795,5895261094 2209293971 6933719947
796,9787013492 7934382665 9094685104
797,6362865773 1878388452 5759149180
798,2906298005 3618899922 7001083757
799,2847016141 8285100917 1215442382
800,1608604250 6151484656 4138816625
801,8754727052 3554141485 2354278680
802,1195596952 3981920612 5592993897
803,4255947450 5805133287 6755217962
804,4214182869 3554141485 8424430580
805,9458628980 6026471414 8610202964
806,5077391476 9257148299 1502056611
807,7093137643 9379289051 4116687489
808,5489633029 8519764242 9257148299
809,5272433248 2074016136 1310138027
810,6081111169 5399802683 5470430723
811,2160183705 7449189902 5706097865
812,7705381835 8415168810 5698716879
813,3556262470 8090177621 3180540173
814,6441206573 1123350008 3565235844
815,5883398718 3554141485 4214182869
816,9458628980 4820969728 2450293977
817,2929326614 2191807392 1819997495
818,5152334340 7931353611 6028902360
819,8769268095 4146185217 9396708433
820,1017236154 3720971101 4690391147
821,5794949078 7435721473 9363777919
